soccode, level1, level2, level3, level4, fullcode, title, description
47-2181,13.75,15.39,17.03,18.67,47-2181.00,Roofers,"Cover roofs of structures with shingles, slate, asphalt, aluminum, wood, or related materials. May spray roofs, sidings, and walls with material to bind, seal, insulate, or soundproof sections of structures."
47-2211,19.62,23.45,27.29,31.12,47-2211.00,Sheet Metal Workers,"Fabricate, assemble, install, and repair sheet metal products and equipment, such as ducts, control boxes, drainpipes, and furnace casings. Work may involve any of the following: setting up and operating fabricating machines to cut, bend, and straighten sheet metal; shaping metal over anvils, blocks, or forms using hammer; operating soldering and welding equipment to join sheet metal parts; or inspecting, assembling, and smoothing seams and joints of burred surfaces. Includes sheet metal duct installers who install prefabricated sheet metal ducts used for heating, air conditioning, or other purposes."
47-2221,22.12,26.74,31.36,35.98,47-2221.00,Structural Iron and Steel Workers,"Raise, place, and unite iron or steel girders, columns, and other structural members to form completed structures or structural frameworks. May erect metal storage tanks and assemble prefabricated metal buildings."
47-2231,27.37,28.72,30.07,31.42,47-2231.00,Solar Photovoltaic Installers,"Assemble, install, or maintain solar photovoltaic (PV) systems on roofs or other structures in compliance with site assessment and schematics. May include measuring, cutting, assembling, and bolting structural framing and solar modules. May perform minor electrical work such as current checks."
47-3011,16.68,18.99,21.31,23.62,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Help brickmasons, blockmasons, stonemasons, or tile and marble setters by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment."
47-3012,18.07,21.16,24.25,27.34,47-3012.00,Helpers--Carpenters,"Help carpenters by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment."
47-3013,17.46,20.98,24.49,28.01,47-3013.00,Helpers--Electricians,"Help electricians by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment."
47-3014,17.40,19.79,22.17,24.56,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Help painters, paperhangers, plasterers, or stucco masons by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment."
47-3015,17.03,17.84,18.66,19.47,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Help plumbers, pipefitters, steamfitters, or pipelayers by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment."
47-3016,13.38,14.95,16.53,18.10,47-3016.00,Helpers--Roofers,"Help roofers by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment."
47-3019,14.06,16.70,19.34,21.98,47-3019.00,"Helpers, Construction Trades, All Other",All construction trades helpers not listed separately.
47-4011,26.74,35.71,44.69,53.66,47-4011.00,Construction and Building Inspectors,"Inspect structures using engineering skills to determine structural soundness and compliance with specifications, building codes, and other regulations. Inspections may be general in nature or may be limited to a specific area, such as electrical systems or plumbing."
47-4021,41.98,48.11,54.23,60.36,47-4021.00,Elevator Installers and Repairers,"Assemble, install, repair, or maintain electric or hydraulic freight or passenger elevators, escalators, or dumbwaiters."
47-4031,13.80,16.42,19.04,21.66,47-4031.00,Fence Erectors,"Erect and repair fences and fence gates, using hand and power tools."
47-4041,16.70,19.23,21.75,24.28,47-4041.00,Hazardous Materials Removal Workers,"Identify, remove, pack, transport, or dispose of hazardous materials, including asbestos, lead-based paint, waste oil, fuel, transmission fluid, radioactive materials, or contaminated soil. Specialized training and certification in hazardous materials handling or a confined entry permit are generally required. May operate earth-moving equipment or trucks."
47-4051,16.97,20.40,23.83,27.26,47-4051.00,Highway Maintenance Workers,"Maintain highways, municipal and rural roads, airport runways, and rights-of-way. Duties include patching broken or eroded pavement, repairing guard rails, highway markers, and snow fences. May also mow or clear brush from along road or plow snow from roadway."
47-4061,27.41,31.18,34.96,38.73,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators."
47-4071,16.91,19.43,21.94,24.46,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Clean and repair septic tanks, sewer lines, or drains. May patch walls and partitions of tank, replace damaged drain tile, or repair breaks in underground piping."
47-4091,17.37,22.76,28.14,33.53,47-4091.00,Segmental Pavers,"Lay out, cut, and place segmental paving units. Includes installers of bedding and restraining materials for the paving units."
47-4099,17.37,22.76,28.14,33.53,47-4099.03,Weatherization Installers and Technicians,"Perform a variety of activities to weatherize homes and make them more energy efficient. Duties include repairing windows, insulating ducts, and performing heating, ventilating, and air-conditioning (HVAC) work. May perform energy audits and advise clients on energy conservation measures."
47-4099,17.37,22.76,28.14,33.53,47-4099.02,Solar Thermal Installers and Technicians,"Install or repair solar energy systems designed to collect, store, and circulate solar-heated water for residential, commercial or industrial use."
47-4099,17.37,22.76,28.14,33.53,47-4099.00,"Construction and Related Workers, All Other",All construction and related workers not listed separately.
47-5011,21.83,23.98,26.12,28.27,47-5011.00,"Derrick Operators, Oil and Gas",Rig derrick equipment and operate pumps to circulate mud through drill hole.
47-5012,26.01,32.78,39.54,46.31,47-5012.00,"Rotary Drill Operators, Oil and Gas","Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration."
47-5013,21.75,27.56,33.38,39.19,47-5013.00,"Service Unit Operators, Oil, Gas, and Mining","Operate equipment to increase oil flow from producing wells or to remove stuck pipe, casing, tools, or other obstructions from drilling wells. May also perform similar services in mining exploration operations. Includes fishing-tool technicians."
47-5021,17.03,23.60,30.16,36.73,47-5021.00,"Earth Drillers, Except Oil and Gas","Operate a variety of drills such as rotary, churn, and pneumatic to tap sub-surface water and salt deposits, to remove core samples during mineral exploration or soil testing, and to facilitate the use of explosives in mining or construction. May use explosives. Includes horizontal and earth boring machine operators."
47-5031,17.03,23.60,30.16,36.73,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Place and detonate explosives to demolish structures or to loosen, remove, or displace earth, rock, or other materials. May perform specialized handling, storage, and accounting procedures. Includes seismograph shooters."
47-5041,16.94,21.43,25.92,30.41,47-5041.00,Continuous Mining Machine Operators,"Operate self-propelled mining machines that rip coal, metal and nonmetal ores, rock, stone, or sand from the mine face and load it onto conveyors or into shuttle cars in a continuous operation."
47-5042,17.52,24.47,31.43,38.38,47-5042.00,Mine Cutting and Channeling Machine Operators,"Operate machinery such as longwall shears, plows, and cutting machines to cut or channel along the face or seams of coal mines, stone quarries, or other mining surfaces to facilitate blasting, separating, or removing minerals or materials from mines or from the Earths surface. Includes shale planers."
47-5049,17.52,24.47,31.43,38.38,47-5049.00,"Mining Machine Operators, All Other",All mining machine operators not listed separately.
47-5051,13.42,18.41,23.39,28.38,47-5051.00,"Rock Splitters, Quarry",Separate blocks of rough dimension stone from quarry mass using jackhammer and wedges.
47-5061,27.92,31.30,34.67,38.05,47-5061.00,"Roof Bolters, Mining",Operate machinery to install roof support bolts in underground mine.
47-5071,17.08,22.54,27.99,33.45,47-5071.00,"Roustabouts, Oil and Gas",Assemble or repair oil field equipment using hand and power tools. Perform other tasks as needed.
47-5081,17.29,20.33,23.38,26.42,47-5081.00,Helpers--Extraction Workers,"Help extraction craft workers, such as earth drillers, blasters and explosives workers, derrick operators, and mining machine operators, by performing duties requiring less skill. Duties include supplying equipment or cleaning work area."
47-5099,17.52,24.47,31.43,38.38,47-5099.00,"Extraction Workers, All Other",All extraction workers not listed separately.
49-1011,30.83,39.84,48.85,57.86,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers","Directly supervise and coordinate the activities of mechanics, installers, and repairers."
49-2011,21.36,23.22,25.07,26.93,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers","Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines."
49-2021,22.15,28.75,35.36,41.96,49-2021.01,Radio Mechanics,Test or repair mobile or stationary radio transmitting and receiving equipment and two-way radio communications systems used in ship-to-shore communications and found in service and emergency vehicles.
49-2021,22.15,28.75,35.36,41.96,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers","Repair, install or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage."
49-2022,21.79,26.67,31.54,36.42,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Install, set-up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers property. May install communications equipment or communications wiring in buildings."
49-2091,33.32,36.64,39.97,43.29,49-2091.00,Avionics Technicians,"Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles."
49-2092,21.69,25.28,28.87,32.46,49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Repair, maintain, or install electric motors, wiring, or switches."
49-2093,27.98,32.41,36.85,41.28,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Install, adjust, or maintain mobile electronics communication equipment, including sound, sonar, security, navigation, and surveillance systems on trains, watercraft, or other mobile equipment."
49-2094,25.25,29.99,34.72,39.46,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas."
49-2095,27.33,32.94,38.55,44.16,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays."
49-2096,17.18,21.82,26.45,31.09,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles","Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles."
49-2097,17.07,21.11,25.15,29.19,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,"Repair, adjust, or install audio or television receivers, stereo systems, camcorders, video systems, or other electronic home entertainment equipment."
49-2098,21.98,24.06,26.15,28.23,49-2098.00,Security and Fire Alarm Systems Installers,"Install, program, maintain, or repair security or fire alarm wiring and equipment. Ensure that work is in accordance with relevant codes."
49-3011,27.42,33.43,39.44,45.45,49-3011.00,Aircraft Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems. Includes helicopter and aircraft engine specialists."
49-3021,27.82,39.05,50.29,61.52,49-3021.00,Automotive Body and Related Repairers,Repair and refinish automotive vehicle bodies and straighten vehicle frames.
49-3022,16.64,19.42,22.19,24.97,49-3022.00,Automotive Glass Installers and Repairers,Replace or repair broken windshields and window glass in motor vehicles.
49-3023,28.40,35.30,42.21,49.11,49-3023.02,Automotive Specialty Technicians,"Repair only one system or component on a vehicle, such as brakes, suspension, or radiator."
49-3023,28.40,35.30,42.21,49.11,49-3023.01,Automotive Master Mechanics,"Repair automobiles, trucks, buses, and other vehicles. Master mechanics repair virtually any part on the vehicle or specialize in the transmission system."
49-3023,28.40,35.30,42.21,49.11,49-3023.00,Automotive Service Technicians and Mechanics,"Diagnose, adjust, repair, or overhaul automotive vehicles."
49-3031,22.91,28.21,33.50,38.80,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,"Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines."
49-3041,20.12,23.15,26.19,29.22,49-3041.00,Farm Equipment Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul farm machinery and vehicles, such as tractors, harvesters, dairy equipment, and irrigation systems."
49-3042,21.80,29.75,37.69,45.64,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines","Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and surface mining."
49-3043,22.54,27.55,32.57,37.58,49-3043.00,Rail Car Repairers,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars."
49-3051,19.33,28.66,37.98,47.31,49-3051.00,Motorboat Mechanics and Service Technicians,Repair and adjust electrical and mechanical equipment of inboard or inboard-outboard boat engines.
49-3052,26.74,32.40,38.05,43.71,49-3052.00,Motorcycle Mechanics,"Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles."
49-3053,21.45,23.40,25.35,27.30,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,"Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment and related equipment."
49-3091,11.30,14.00,16.71,19.41,49-3091.00,Bicycle Repairers,Repair and service bicycles.
49-3092,16.86,21.53,26.19,30.86,49-3092.00,Recreational Vehicle Service Technicians,"Diagnose, inspect, adjust, repair, or overhaul recreational vehicles including travel trailers. May specialize in maintaining gas, electrical, hydraulic, plumbing, or chassis/towing systems as well as repairing generators, appliances, and interior components. Includes workers who perform customized van conversions."
49-3093,14.22,15.45,16.69,17.92,49-3093.00,Tire Repairers and Changers,Repair and replace tires.
49-9011,16.95,21.80,26.65,31.50,49-9011.00,Mechanical Door Repairers,"Install, service, or repair automatic door mechanisms and hydraulic doors. Includes garage door mechanics."
49-9012,17.62,25.70,33.79,41.87,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door","Install, repair, and maintain mechanical regulating and controlling devices, such as electric meters, gas regulators, thermostats, safety and flow valves, and other mechanical governors."
49-9021,21.61,24.65,27.68,30.72,49-9021.02,Refrigeration Mechanics and Installers,Install and repair industrial and commercial refrigerating systems.
49-9021,21.61,24.65,27.68,30.72,49-9021.01,Heating and Air Conditioning Mechanics and Installers,"Install, service, or repair heating and air conditioning systems in residences or commercial establishments."
49-9021,21.61,24.65,27.68,30.72,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Install or repair heating, central air conditioning, or refrigeration systems, including oil burners, hot-air furnaces, and heating stoves."
49-9031,17.35,22.82,28.29,33.76,49-9031.00,Home Appliance Repairers,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens."
49-9041,27.79,35.59,43.39,51.19,49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems."
49-9043,21.19,35.32,49.46,63.59,49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance."
49-9044,21.69,28.23,34.78,41.32,49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings."
49-9045,27.89,33.47,39.05,44.63,49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits and ovens, using refractory materials."
49-9051,27.08,30.38,33.69,36.99,49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.
49-9052,17.87,23.92,29.96,36.01,49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics."
49-9061,22.40,24.90,27.41,29.91,49-9061.00,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment."
49-9062,21.31,28.71,36.10,43.50,49-9062.00,Medical Equipment Repairers,"Test, adjust, or repair biomedical or electromedical equipment."
49-9063,17.40,24.23,31.06,37.89,49-9063.00,Musical Instrument Repairers and Tuners,"Repair percussion, stringed, reed, or wind instruments. May specialize in one area, such as piano tuning."
49-9064,17.02,21.31,25.60,29.89,49-9064.00,Watch Repairers,"Repair, clean, and adjust mechanisms of timing instruments, such as watches and clocks. Includes watchmakers, watch technicians, and mechanical timepiece repairers."
49-9069,26.54,30.11,33.67,37.24,49-9069.00,"Precision Instrument and Equipment Repairers, All Other",All precision instrument and equipment repairers not listed separately.
49-9071,16.86,22.56,28.25,33.95,49-9071.00,"Maintenance and Repair Workers, General","Perform work involving the skills of two or more maintenance or craft occupations to keep machines, mechanical equipment, or the structure of an establishment in repair. Duties may involve pipe fitting; boiler making; insulating; welding; machining; carpentry; repairing electrical or mechanical equipment; installing, aligning, and balancing new equipment; and repairing buildings, floors, or stairs."
49-9081,22.03,28.65,35.28,41.90,49-9081.00,Wind Turbine Service Technicians,"Inspect, diagnose, adjust, or repair wind turbines. Perform maintenance on wind turbine equipment including resolving electrical, mechanical, and hydraulic malfunctions."
49-9091,21.12,23.54,25.96,28.38,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers","Install, service, adjust, or repair coin, vending, or amusement machines including video games, juke boxes, pinball machines, or slot machines."
49-9092,26.79,34.50,42.22,49.93,49-9092.00,Commercial Divers,"Work below surface of water, using scuba gear to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life."
49-9093,17.69,25.52,33.36,41.19,49-9093.00,"Fabric Menders, Except Garment","Repair tears, holes, and other defects in fabrics, such as draperies, linens, parachutes, and tents."
49-9094,21.45,29.21,36.97,44.73,49-9094.00,Locksmiths and Safe Repairers,Repair and open locks; make keys; change locks and safe combinations; and install and repair safes.
49-9095,16.37,18.21,20.04,21.88,49-9095.00,Manufactured Building and Mobile Home Installers,Move or install mobile homes or prefabricated buildings.
49-9096,21.31,23.82,26.32,28.83,49-9096.00,Riggers,"Set up or repair rigging for construction projects, manufacturing plants, logging yards, ships and shipyards, or for the entertainment industry."
49-9097,35.85,39.70,43.56,47.41,49-9097.00,Signal and Track Switch Repairers,"Install, inspect, test, maintain, or repair electric gate crossings, signals, signal equipment, track switches, section lines, or intercommunications systems within a railroad system."
49-9098,16.25,20.30,24.34,28.39,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers","Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials, and supplies to other workers; cleaning work area, machines, and tools; and holding materials or tools for other workers."
49-9099,17.69,25.52,33.36,41.19,49-9099.01,Geothermal Technicians,"Perform technical activities at power plants or individual installations necessary for the generation of power from geothermal energy sources. Monitor and control operating activities at geothermal power generation facilities and perform maintenance and repairs as necessary. Install, test, and maintain residential and commercial geothermal heat pumps."
49-9099,17.69,25.52,33.36,41.19,49-9099.00,"Installation, Maintenance, and Repair Workers, All Other","All installation, maintenance, and repair workers not listed separately."
51-1011,35.51,48.35,61.18,74.02,51-1011.00,First-Line Supervisors of Production and Operating Workers,"Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators."
51-2011,27.97,32.46,36.94,41.43,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems."
51-2021,17.56,21.48,25.40,29.32,51-2021.00,"Coil Winders, Tapers, and Finishers","Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment."
51-2022,15.58,21.82,28.05,34.29,51-2022.00,Electrical and Electronic Equipment Assemblers,"Assemble or modify electrical or electronic equipment, such as computers, test equipment telemetering systems, electric motors, and batteries."
51-2023,15.58,21.82,28.05,34.29,51-2023.00,Electromechanical Equipment Assemblers,"Assemble or modify electromechanical equipment or devices, such as servomechanisms, gyros, dynamometers, magnetic drums, tape drives, brakes, control linkage, actuators, and appliances."
51-2031,22.29,24.21,26.12,28.04,51-2031.00,Engine and Other Machine Assemblers,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in such industries as construction, extraction, textiles, and paper manufacturing."
51-2041,21.79,23.72,25.66,27.59,51-2041.00,Structural Metal Fabricators and Fitters,"Fabricate, position, align, and fit parts of structural metal products."
51-2091,15.90,22.69,29.49,36.28,51-2091.00,Fiberglass Laminators and Fabricators,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products."
51-2092,16.93,20.16,23.40,26.63,51-2092.00,Team Assemblers,Work as part of a team having responsibility for assembling an entire product or component of a product. Team assemblers can perform all tasks conducted by the team in the assembly process and rotate through all or most of them rather than being assigned to a specific task on a permanent basis. May participate in making management decisions affecting the work. Includes team leaders who work as part of the team.
51-2093,16.38,20.87,25.36,29.85,51-2093.00,Timing Device Assemblers and Adjusters,"Perform precision assembling, adjusting, or calibrating, within narrow tolerances, of timing devices such as digital clocks or timing devices with electrical or electronic components."
51-2099,16.93,20.16,23.40,26.63,51-2099.00,"Assemblers and Fabricators, All Other",All assemblers and fabricators not listed separately.
51-3011,12.22,14.19,16.16,18.13,51-3011.00,Bakers,"Mix and bake ingredients to produce breads, rolls, cookies, cakes, pies, pastries, or other baked goods."
51-3021,15.35,18.35,21.35,24.35,51-3021.00,Butchers and Meat Cutters,"Cut, trim, or prepare consumer-sized portions of meat for use or sale in retail establishments."
51-3022,11.58,14.04,16.51,18.97,51-3022.00,"Meat, Poultry, and Fish Cutters and Trimmers","Use hand or hand tools to perform routine cutting and trimming of meat, poultry, and seafood."
51-3023,13.88,16.43,18.99,21.54,51-3023.00,Slaughterers and Meat Packers,"Work in slaughtering, meat packing, or wholesale establishments performing precision functions involving the preparation of meat. Work may include specialized slaughtering tasks, cutting standard or premium cuts of meat for marketing, making sausage, or wrapping meats."
51-3091,16.76,18.53,20.31,22.08,51-3091.00,"Food and Tobacco Roasting, Baking, and Drying Machine Operators and Tenders","Operate or tend food or tobacco roasting, baking, or drying equipment, including hearth ovens, kiln driers, roasters, char kilns, and vacuum drying equipment."
51-3092,13.52,15.27,17.01,18.76,51-3092.00,Food Batchmakers,Set up and operate equipment that mixes or blends ingredients used in the manufacturing of food products. Includes candy makers and cheese makers.
51-3093,13.42,16.42,19.41,22.41,51-3093.00,Food Cooking Machine Operators and Tenders,"Operate or tend cooking equipment, such as steam cooking vats, deep fry cookers, pressure cookers, kettles, and boilers, to prepare food products."
51-3099,13.89,15.84,17.79,19.74,51-3099.00,"Food Processing Workers, All Other",All food processing workers not listed separately.
51-4011,22.51,25.60,28.68,31.77,51-4011.00,"Computer-Controlled Machine Tool Operators, Metal and Plastic",Operate computer-controlled machines or robots to perform one or more machine functions on metal or plastic work pieces.
51-4012,33.68,36.89,40.09,43.30,51-4012.00,"Computer Numerically Controlled Machine Tool Programmers, Metal and Plastic","Develop programs to control machining or processing of metal or plastic parts by automatic machine tools, equipment, or systems."
51-4021,17.19,21.24,25.30,29.35,51-4021.00,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to extrude or draw thermoplastic or metal materials into tubes, rods, hoses, wire, bars, or structural shapes."
51-4022,18.07,21.07,24.08,27.08,51-4022.00,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend forging machines to taper, shape, or form metal or plastic parts."
51-4023,17.76,21.08,24.41,27.73,51-4023.00,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to roll steel or plastic forming bends, beads, knurls, rolls, or plate or to flatten, temper, or reduce gauge of material."
51-4031,17.50,19.68,21.85,24.03,51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend machines to saw, cut, shear, slit, punch, crimp, notch, bend, or straighten metal or plastic material."
51-4032,20.50,29.03,37.57,46.10,51-4032.00,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend drilling machines to drill, bore, ream, mill, or countersink metal or plastic work pieces."
51-4033,14.26,17.05,19.85,22.64,51-4033.00,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend grinding and related tools that remove excess material or burrs from surfaces, sharpen edges or corners, or buff, hone, or polish metal or plastic work pieces."
51-4034,13.52,30.36,47.19,64.03,51-4034.00,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend lathe and turning machines to turn, bore, thread, form, or face metal or plastic materials, such as wire, rod, or bar stock."
51-4035,21.55,26.35,31.14,35.94,51-4035.00,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend milling or planing machines to mill, plane, shape, groove, or profile metal or plastic work pieces."
51-4041,21.92,28.30,34.68,41.06,51-4041.00,Machinists,"Set up and operate a variety of machine tools to produce precision parts and instruments. Includes precision instrument makers who fabricate, modify, or repair mechanical instruments. May also fabricate and modify parts to make or repair machine tools or maintain industrial machines, applying knowledge of mechanics, mathematics, metal properties, layout, and machining procedures."
51-4051,17.03,21.09,25.15,29.21,51-4051.00,Metal-Refining Furnace Operators and Tenders,"Operate or tend furnaces, such as gas, oil, coal, electric-arc or electric induction, open-hearth, or oxygen furnaces, to melt and refine metal before casting or to produce specified types of steel."
51-4052,17.18,21.91,26.65,31.38,51-4052.00,"Pourers and Casters, Metal",Operate hand-controlled mechanisms to pour and regulate the flow of molten metal into molds to produce castings or ingots.
51-4061,27.80,33.67,39.55,45.42,51-4061.00,"Model Makers, Metal and Plastic","Set up and operate machines, such as lathes, milling and engraving machines, and jig borers to make working models of metal or plastic objects. Includes template makers."
51-4062,17.38,22.06,26.73,31.41,51-4062.00,"Patternmakers, Metal and Plastic","Lay out, machine, fit, and assemble castings and parts to metal or plastic foundry patterns, core boxes, or match plates."
51-4071,13.62,16.90,20.17,23.45,51-4071.00,Foundry Mold and Coremakers,Make or form wax or sand cores or molds used in the production of metal castings in foundries.
51-4072,11.01,16.80,22.59,28.38,51-4072.00,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend metal or plastic molding, casting, or coremaking machines to mold or cast metal or thermoplastic parts or products."
51-4081,13.76,16.58,19.40,22.22,51-4081.00,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend more than one type of cutting or forming machine tool or robot."
51-4111,17.75,25.94,34.12,42.31,51-4111.00,Tool and Die Makers,"Analyze specifications, lay out metal stock, set up and operate machine tools, and fit and assemble parts to make and repair dies, cutting tools, jigs, fixtures, gauges, and machinists hand tools."
51-4121,22.02,29.10,36.19,43.27,51-4121.07,Solderers and Brazers,"Braze or solder together components to assemble fabricated metal parts, using soldering iron, torch, or welding machine and flux."
51-4121,22.02,29.10,36.19,43.27,51-4121.06,"Welders, Cutters, and Welder Fitters","Use hand-welding or flame-cutting equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products."
51-4121,22.02,29.10,36.19,43.27,51-4121.00,"Welders, Cutters, Solderers, and Brazers","Use hand-welding, flame-cutting, hand soldering, or brazing equipment to weld or join metal components or to fill holes, indentations, or seams of fabricated metal products."
51-4122,21.96,23.42,24.87,26.33,51-4122.00,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","Set up, operate, or tend welding, soldering, or brazing machines or robots that weld, braze, solder, or heat treat metal products, components, or assemblies. Includes workers who operate laser cutters or laser-beam machines."
51-4191,22.37,28.99,35.62,42.24,51-4191.00,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","Set up, operate, or tend heating equipment, such as heat-treating furnaces, flame-hardening machines, induction machines, soaking pits, or vacuum equipment to temper, harden, anneal, or heat-treat metal or plastic objects."
51-4192,17.27,20.85,24.43,28.01,51-4192.00,"Layout Workers, Metal and Plastic","Lay out reference points and dimensions on metal or plastic stock or workpieces, such as sheets, plates, tubes, structural shapes, castings, or machine parts, for further processing. Includes shipfitters."
