soccode, level1, level2, level3, level4, fullcode, title, description
45-4023,17.18,20.59,24.01,27.42,45-4023.00,Log Graders and Scalers,"Grade logs or estimate the marketable content or value of logs or pulpwood in sorting yards, millpond, log deck, or similar locations. Inspect logs for defects or measure logs to determine volume."
45-4029,9.37,14.25,19.13,24.01,45-4029.00,"Logging Workers, All Other",All logging workers not listed separately.
47-1011,30.34,39.92,49.51,59.09,47-1011.03,Solar Energy Installation Managers,Direct work crews installing residential or commercial solar photovoltaic or thermal systems.
47-1011,30.34,39.92,49.51,59.09,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,Directly supervise and coordinate activities of construction or extraction workers.
47-2011,27.74,33.32,38.90,44.48,47-2011.00,Boilermakers,"Construct, assemble, maintain, and repair stationary steam boilers and boiler house auxiliaries. Align structures or plate sections to assemble boiler frame tanks or vats, following blueprints. Work involves use of hand and power tools, plumb bobs, levels, wedges, dogs, or turnbuckles. Assist in testing assembled vessels. Direct cleaning of boilers and boiler furnaces. Inspect and repair boiler fittings, such as safety valves, regulators, automatic-control mechanisms, water columns, and auxiliary machines."
47-2021,22.07,24.56,27.05,29.54,47-2021.00,Brickmasons and Blockmasons,"Lay and bind building materials, such as brick, structural tile, concrete block, cinder block, glass block, and terra-cotta block, with mortar and other substances to construct or repair walls, partitions, arches, sewers, and other structures."
47-2022,17.28,26.79,36.31,45.82,47-2022.00,Stonemasons,"Build stone structures, such as piers, walls, and abutments. Lay walks, curbstones, or special types of masonry for vats, tanks, and floors."
47-2031,21.85,27.18,32.50,37.83,47-2031.02,Rough Carpenters,"Build rough wooden structures, such as concrete forms, scaffolds, tunnel, bridge, or sewer supports, billboard signs, and temporary frame shelters, according to sketches, blueprints, or oral instructions."
47-2031,21.85,27.18,32.50,37.83,47-2031.01,Construction Carpenters,"Construct, erect, install, and repair structures and fixtures of wood, plywood, and wallboard, using carpenters hand tools and power tools."
47-2031,21.85,27.18,32.50,37.83,47-2031.00,Carpenters,"Construct, erect, install, or repair structures and fixtures made of wood, such as concrete forms; building frameworks, including partitions, joists, studding, and rafters; and wood stairways, window and door frames, and hardwood floors. May also install cabinets, siding, drywall and batt or roll insulation. Includes brattice builders who build doors or brattices (ventilation walls or partitions) in underground passageways."
47-2041,10.62,17.34,24.06,30.78,47-2041.00,Carpet Installers,Lay and install carpet from rolls or blocks on floors. Install padding and trim flooring materials.
47-2042,35.33,43.98,52.64,61.29,47-2042.00,"Floor Layers, Except Carpet, Wood, and Hard Tiles","Apply blocks, strips, or sheets of shock-absorbing, sound-deadening, or decorative coverings to floors."
47-2043,18.08,21.68,25.29,28.89,47-2043.00,Floor Sanders and Finishers,"Scrape and sand wooden floors to smooth surfaces using floor scraper and floor sanding machine, and apply coats of finish."
47-2044,16.75,18.21,19.66,21.12,47-2044.00,Tile and Marble Setters,"Apply hard tile, marble, and wood tile to walls, floors, ceilings, and roof decks."
47-2051,22.28,38.85,55.41,71.98,47-2051.00,Cement Masons and Concrete Finishers,"Smooth and finish surfaces of poured concrete, such as floors, walks, sidewalks, roads, or curbs using a variety of hand and power tools. Align forms for sidewalks, curbs, or gutters; patch voids; and use saws to cut expansion joints."
47-2053,22.75,29.92,37.09,44.26,47-2053.00,Terrazzo Workers and Finishers,"Apply a mixture of cement, sand, pigment, or marble chips to floors, stairways, and cabinet fixtures to fashion durable and decorative surfaces."
47-2061,17.09,21.84,26.59,31.34,47-2061.00,Construction Laborers,"Perform tasks involving physical labor at construction sites. May operate hand and power tools of all types: air hammers, earth tampers, cement mixers, small mechanical hoists, surveying and measuring equipment, and a variety of other equipment and instruments. May clean and prepare sites, dig trenches, set braces to support the sides of excavations, erect scaffolding, and clean up rubble, debris and other waste materials. May assist other craft workers."
47-2071,19.62,21.72,23.82,25.92,47-2071.00,"Paving, Surfacing, and Tamping Equipment Operators","Operate equipment used for applying concrete, asphalt, or other materials to road beds, parking lots, or airport runways and taxiways, or equipment used for tamping gravel, dirt, or other materials. Includes concrete and asphalt paving machine operators, form tampers, tamping machine operators, and stone spreader operators."
47-2072,34.87,41.71,48.56,55.40,47-2072.00,Pile-Driver Operators,"Operate pile drivers mounted on skids, barges, crawler treads, or locomotive cranes to drive pilings for retaining walls, bulkheads, and foundations of structures, such as buildings, bridges, and piers."
47-2073,22.69,26.88,31.07,35.26,47-2073.00,Operating Engineers and Other Construction Equipment Operators,"Operate one or several types of power construction equipment, such as motor graders, bulldozers, scrapers, compressors, pumps, derricks, shovels, tractors, or front-end loaders to excavate, move, and grade earth, erect structures, or pour concrete or other hard surface pavement. May repair and maintain equipment in addition to other duties."
47-2081,22.01,23.99,25.98,27.96,47-2081.00,Drywall and Ceiling Tile Installers,"Apply plasterboard or other wallboard to ceilings or interior walls of buildings. Apply or mount acoustical tiles or blocks, strips, or sheets of shock-absorbing materials to ceilings and walls of buildings to reduce or reflect sound. Materials may be of decorative quality. Includes lathers who fasten wooden, metal, or rockboard lath to walls, ceilings or partitions of buildings to provide support base for plaster, fire-proofing, or acoustical material."
47-2082,25.89,33.61,41.32,49.04,47-2082.00,Tapers,Seal joints between plasterboard or other wallboard to prepare wall surface for painting or papering.
47-2111,27.94,32.73,37.52,42.31,47-2111.00,Electricians,"Install, maintain, and repair electrical wiring, equipment, and fixtures. Ensure that work is in accordance with relevant codes. May install or service street lights, intercom systems, or electrical control systems."
47-2121,22.22,27.01,31.79,36.58,47-2121.00,Glaziers,"Install glass in windows, skylights, store fronts, and display cases, or on surfaces, such as building fronts, interior walls, ceilings, and tabletops."
47-2131,17.05,21.06,25.06,29.07,47-2131.00,"Insulation Workers, Floor, Ceiling, and Wall","Line and cover structures with insulating materials. May work with batt, roll, or blown insulation materials."
47-2132,19.27,24.21,29.16,34.10,47-2132.00,"Insulation Workers, Mechanical","Apply insulating materials to pipes or ductwork, or other mechanical systems in order to help control and maintain temperature."
47-2141,17.19,22.48,27.76,33.05,47-2141.00,"Painters, Construction and Maintenance","Paint walls, equipment, buildings, bridges, and other structural surfaces, using brushes, rollers, and spray guns. May remove old paint to prepare surface prior to painting. May mix colors or oils to obtain desired color or consistency."
47-2142,17.39,19.65,21.92,24.18,47-2142.00,Paperhangers,"Cover interior walls or ceilings of rooms with decorative wallpaper or fabric, or attach advertising posters on surfaces such as walls and billboards. May remove old materials or prepare surfaces to be papered."
47-2151,18.94,25.43,31.93,38.42,47-2151.00,Pipelayers,"Lay pipe for storm or sanitation sewers, drains, and water mains. Perform any combination of the following tasks: grade trenches or culverts, position pipe, or seal joints."
47-2152,26.78,28.46,30.14,31.82,47-2152.02,Plumbers,"Assemble, install, or repair pipes, fittings, or fixtures of heating, water, or drainage systems, according to specifications or plumbing codes."
47-2152,26.78,28.46,30.14,31.82,47-2152.01,Pipe Fitters and Steamfitters,"Lay out, assemble, install, or maintain pipe systems, pipe supports, or related hydraulic or pneumatic equipment for steam, hot water, heating, cooling, lubricating, sprinkling, or industrial production or processing systems."
47-2152,26.78,28.46,30.14,31.82,47-2152.00,"Plumbers, Pipefitters, and Steamfitters","Assemble, install, alter, and repair pipelines or pipe systems that carry water, steam, air, or other liquids or gases. May install heating and cooling equipment and mechanical control systems. Includes sprinklerfitters."
47-2161,22.55,24.06,25.56,27.07,47-2161.00,Plasterers and Stucco Masons,"Apply interior or exterior plaster, cement, stucco, or similar materials. May also set ornamental plaster."
47-2171,31.83,39.67,47.52,55.36,47-2171.00,Reinforcing Iron and Rebar Workers,"Position and secure steel bars or mesh in concrete forms in order to reinforce concrete. Use a variety of fasteners, rod-bending machines, blowtorches, and hand tools. Includes rod busters."
47-2181,17.23,21.37,25.52,29.66,47-2181.00,Roofers,"Cover roofs of structures with shingles, slate, asphalt, aluminum, wood, or related materials. May spray roofs, sidings, and walls with material to bind, seal, insulate, or soundproof sections of structures."
47-2211,17.06,22.25,27.43,32.62,47-2211.00,Sheet Metal Workers,"Fabricate, assemble, install, and repair sheet metal products and equipment, such as ducts, control boxes, drainpipes, and furnace casings. Work may involve any of the following: setting up and operating fabricating machines to cut, bend, and straighten sheet metal; shaping metal over anvils, blocks, or forms using hammer; operating soldering and welding equipment to join sheet metal parts; or inspecting, assembling, and smoothing seams and joints of burred surfaces. Includes sheet metal duct installers who install prefabricated sheet metal ducts used for heating, air conditioning, or other purposes."
47-2221,21.64,28.36,35.09,41.81,47-2221.00,Structural Iron and Steel Workers,"Raise, place, and unite iron or steel girders, columns, and other structural members to form completed structures or structural frameworks. May erect metal storage tanks and assemble prefabricated metal buildings."
47-2231,21.56,26.86,32.17,37.47,47-2231.00,Solar Photovoltaic Installers,"Assemble, install, or maintain solar photovoltaic (PV) systems on roofs or other structures in compliance with site assessment and schematics. May include measuring, cutting, assembling, and bolting structural framing and solar modules. May perform minor electrical work such as current checks."
47-3011,14.09,16.83,19.56,22.30,47-3011.00,"Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Help brickmasons, blockmasons, stonemasons, or tile and marble setters by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment."
47-3012,15.26,16.72,18.17,19.63,47-3012.00,Helpers--Carpenters,"Help carpenters by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment."
47-3013,13.92,15.14,16.37,17.59,47-3013.00,Helpers--Electricians,"Help electricians by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment."
47-3014,13.25,16.40,19.55,22.70,47-3014.00,"Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Help painters, paperhangers, plasterers, or stucco masons by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment."
47-3015,17.80,20.96,24.13,27.29,47-3015.00,"Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Help plumbers, pipefitters, steamfitters, or pipelayers by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment."
47-3016,13.59,15.42,17.25,19.08,47-3016.00,Helpers--Roofers,"Help roofers by performing duties requiring less skill. Duties include using, supplying or holding materials or tools, and cleaning work area and equipment."
47-3019,13.54,16.52,19.51,22.49,47-3019.00,"Helpers, Construction Trades, All Other",All construction trades helpers not listed separately.
47-4011,28.19,33.75,39.31,44.87,47-4011.00,Construction and Building Inspectors,"Inspect structures using engineering skills to determine structural soundness and compliance with specifications, building codes, and other regulations. Inspections may be general in nature or may be limited to a specific area, such as electrical systems or plumbing."
47-4021,44.59,51.14,57.68,64.23,47-4021.00,Elevator Installers and Repairers,"Assemble, install, repair, or maintain electric or hydraulic freight or passenger elevators, escalators, or dumbwaiters."
47-4031,18.43,24.12,29.81,35.50,47-4031.00,Fence Erectors,"Erect and repair fences and fence gates, using hand and power tools."
47-4041,NOPE,NOPE,NOPE,NOPE,47-4041.00,Hazardous Materials Removal Workers,"Identify, remove, pack, transport, or dispose of hazardous materials, including asbestos, lead-based paint, waste oil, fuel, transmission fluid, radioactive materials, or contaminated soil. Specialized training and certification in hazardous materials handling or a confined entry permit are generally required. May operate earth-moving equipment or trucks."
47-4051,21.65,25.92,30.19,34.46,47-4051.00,Highway Maintenance Workers,"Maintain highways, municipal and rural roads, airport runways, and rights-of-way. Duties include patching broken or eroded pavement, repairing guard rails, highway markers, and snow fences. May also mow or clear brush from along road or plow snow from roadway."
47-4061,28.17,31.85,35.54,39.22,47-4061.00,Rail-Track Laying and Maintenance Equipment Operators,"Lay, repair, and maintain track for standard or narrow-gauge railroad equipment used in regular railroad service or in plant yards, quarries, sand and gravel pits, and mines. Includes ballast cleaning machine operators and railroad bed tamping machine operators."
47-4071,20.20,23.93,27.67,31.40,47-4071.00,Septic Tank Servicers and Sewer Pipe Cleaners,"Clean and repair septic tanks, sewer lines, or drains. May patch walls and partitions of tank, replace damaged drain tile, or repair breaks in underground piping."
47-4091,21.82,33.05,44.27,55.50,47-4091.00,Segmental Pavers,"Lay out, cut, and place segmental paving units. Includes installers of bedding and restraining materials for the paving units."
47-4099,21.82,33.05,44.27,55.50,47-4099.03,Weatherization Installers and Technicians,"Perform a variety of activities to weatherize homes and make them more energy efficient. Duties include repairing windows, insulating ducts, and performing heating, ventilating, and air-conditioning (HVAC) work. May perform energy audits and advise clients on energy conservation measures."
47-4099,21.82,33.05,44.27,55.50,47-4099.02,Solar Thermal Installers and Technicians,"Install or repair solar energy systems designed to collect, store, and circulate solar-heated water for residential, commercial or industrial use."
47-4099,21.82,33.05,44.27,55.50,47-4099.00,"Construction and Related Workers, All Other",All construction and related workers not listed separately.
47-5011,21.92,24.56,27.19,29.83,47-5011.00,"Derrick Operators, Oil and Gas",Rig derrick equipment and operate pumps to circulate mud through drill hole.
47-5012,26.04,31.78,37.51,43.25,47-5012.00,"Rotary Drill Operators, Oil and Gas","Set up or operate a variety of drills to remove underground oil and gas, or remove core samples for testing during oil and gas exploration."
47-5013,16.95,22.23,27.51,32.79,47-5013.00,"Service Unit Operators, Oil, Gas, and Mining","Operate equipment to increase oil flow from producing wells or to remove stuck pipe, casing, tools, or other obstructions from drilling wells. May also perform similar services in mining exploration operations. Includes fishing-tool technicians."
47-5021,22.22,28.42,34.62,40.82,47-5021.00,"Earth Drillers, Except Oil and Gas","Operate a variety of drills such as rotary, churn, and pneumatic to tap sub-surface water and salt deposits, to remove core samples during mineral exploration or soil testing, and to facilitate the use of explosives in mining or construction. May use explosives. Includes horizontal and earth boring machine operators."
47-5031,22.22,28.42,34.62,40.82,47-5031.00,"Explosives Workers, Ordnance Handling Experts, and Blasters","Place and detonate explosives to demolish structures or to loosen, remove, or displace earth, rock, or other materials. May perform specialized handling, storage, and accounting procedures. Includes seismograph shooters."
47-5041,21.96,26.35,30.74,35.13,47-5041.00,Continuous Mining Machine Operators,"Operate self-propelled mining machines that rip coal, metal and nonmetal ores, rock, stone, or sand from the mine face and load it onto conveyors or into shuttle cars in a continuous operation."
47-5042,36.38,36.50,36.62,36.74,47-5042.00,Mine Cutting and Channeling Machine Operators,"Operate machinery such as longwall shears, plows, and cutting machines to cut or channel along the face or seams of coal mines, stone quarries, or other mining surfaces to facilitate blasting, separating, or removing minerals or materials from mines or from the Earths surface. Includes shale planers."
47-5049,36.38,36.50,36.62,36.74,47-5049.00,"Mining Machine Operators, All Other",All mining machine operators not listed separately.
47-5051,16.92,19.24,21.55,23.87,47-5051.00,"Rock Splitters, Quarry",Separate blocks of rough dimension stone from quarry mass using jackhammer and wedges.
47-5061,36.02,36.14,36.27,36.39,47-5061.00,"Roof Bolters, Mining",Operate machinery to install roof support bolts in underground mine.
47-5071,16.91,19.81,22.70,25.60,47-5071.00,"Roustabouts, Oil and Gas",Assemble or repair oil field equipment using hand and power tools. Perform other tasks as needed.
47-5081,17.00,21.17,25.34,29.51,47-5081.00,Helpers--Extraction Workers,"Help extraction craft workers, such as earth drillers, blasters and explosives workers, derrick operators, and mining machine operators, by performing duties requiring less skill. Duties include supplying equipment or cleaning work area."
47-5099,36.38,36.50,36.62,36.74,47-5099.00,"Extraction Workers, All Other",All extraction workers not listed separately.
49-1011,28.84,35.23,41.63,48.02,49-1011.00,"First-Line Supervisors of Mechanics, Installers, and Repairers","Directly supervise and coordinate the activities of mechanics, installers, and repairers."
49-2011,18.34,23.84,29.34,34.84,49-2011.00,"Computer, Automated Teller, and Office Machine Repairers","Repair, maintain, or install computers, word processing systems, automated teller machines, and electronic office machines, such as duplicating and fax machines."
49-2021,22.29,28.94,35.59,42.24,49-2021.01,Radio Mechanics,Test or repair mobile or stationary radio transmitting and receiving equipment and two-way radio communications systems used in ship-to-shore communications and found in service and emergency vehicles.
49-2021,22.29,28.94,35.59,42.24,49-2021.00,"Radio, Cellular, and Tower Equipment Installers and Repairers","Repair, install or maintain mobile or stationary radio transmitting, broadcasting, and receiving equipment, and two-way radio communications systems used in cellular telecommunications, mobile broadband, ship-to-shore, aircraft-to-ground communications, and radio equipment in service and emergency vehicles. May test and analyze network coverage."
49-2022,21.52,25.72,29.93,34.13,49-2022.00,"Telecommunications Equipment Installers and Repairers, Except Line Installers","Install, set-up, rearrange, or remove switching, distribution, routing, and dialing equipment used in central offices or headends. Service or repair telephone, cable television, Internet, and other communications equipment on customers property. May install communications equipment or communications wiring in buildings."
49-2091,28.80,34.57,40.35,46.12,49-2091.00,Avionics Technicians,"Install, inspect, test, adjust, or repair avionics equipment, such as radar, radio, navigation, and missile control systems in aircraft or space vehicles."
49-2092,26.42,28.36,30.29,32.23,49-2092.00,"Electric Motor, Power Tool, and Related Repairers","Repair, maintain, or install electric motors, wiring, or switches."
49-2093,26.93,36.70,46.46,56.23,49-2093.00,"Electrical and Electronics Installers and Repairers, Transportation Equipment","Install, adjust, or maintain mobile electronics communication equipment, including sound, sonar, security, navigation, and surveillance systems on trains, watercraft, or other mobile equipment."
49-2094,27.80,29.76,31.72,33.68,49-2094.00,"Electrical and Electronics Repairers, Commercial and Industrial Equipment","Repair, test, adjust, or install electronic equipment, such as industrial controls, transmitters, and antennas."
49-2095,34.77,37.77,40.76,43.76,49-2095.00,"Electrical and Electronics Repairers, Powerhouse, Substation, and Relay","Inspect, test, repair, or maintain electrical equipment in generating stations, substations, and in-service relays."
49-2096,15.80,20.55,25.30,30.05,49-2096.00,"Electronic Equipment Installers and Repairers, Motor Vehicles","Install, diagnose, or repair communications, sound, security, or navigation equipment in motor vehicles."
49-2097,16.96,20.70,24.43,28.17,49-2097.00,Electronic Home Entertainment Equipment Installers and Repairers,"Repair, adjust, or install audio or television receivers, stereo systems, camcorders, video systems, or other electronic home entertainment equipment."
49-2098,22.13,26.60,31.06,35.53,49-2098.00,Security and Fire Alarm Systems Installers,"Install, program, maintain, or repair security or fire alarm wiring and equipment. Ensure that work is in accordance with relevant codes."
49-3011,23.81,34.25,44.69,55.13,49-3011.00,Aircraft Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul aircraft engines and assemblies, such as hydraulic and pneumatic systems. Includes helicopter and aircraft engine specialists."
49-3021,21.88,26.34,30.80,35.26,49-3021.00,Automotive Body and Related Repairers,Repair and refinish automotive vehicle bodies and straighten vehicle frames.
49-3022,17.06,19.72,22.37,25.03,49-3022.00,Automotive Glass Installers and Repairers,Replace or repair broken windshields and window glass in motor vehicles.
49-3023,17.05,21.57,26.09,30.61,49-3023.02,Automotive Specialty Technicians,"Repair only one system or component on a vehicle, such as brakes, suspension, or radiator."
49-3023,17.05,21.57,26.09,30.61,49-3023.01,Automotive Master Mechanics,"Repair automobiles, trucks, buses, and other vehicles. Master mechanics repair virtually any part on the vehicle or specialize in the transmission system."
49-3023,17.05,21.57,26.09,30.61,49-3023.00,Automotive Service Technicians and Mechanics,"Diagnose, adjust, repair, or overhaul automotive vehicles."
49-3031,21.62,26.24,30.86,35.48,49-3031.00,Bus and Truck Mechanics and Diesel Engine Specialists,"Diagnose, adjust, repair, or overhaul buses and trucks, or maintain and repair any type of diesel engines. Includes mechanics working primarily with automobile or marine diesel engines."
49-3041,20.58,23.14,25.70,28.26,49-3041.00,Farm Equipment Mechanics and Service Technicians,"Diagnose, adjust, repair, or overhaul farm machinery and vehicles, such as tractors, harvesters, dairy equipment, and irrigation systems."
49-3042,21.69,26.51,31.33,36.15,49-3042.00,"Mobile Heavy Equipment Mechanics, Except Engines","Diagnose, adjust, repair, or overhaul mobile mechanical, hydraulic, and pneumatic equipment, such as cranes, bulldozers, graders, and conveyors, used in construction, logging, and surface mining."
49-3043,28.74,31.93,35.11,38.30,49-3043.00,Rail Car Repairers,"Diagnose, adjust, repair, or overhaul railroad rolling stock, mine cars, or mass transit rail cars."
49-3051,16.71,20.41,24.12,27.82,49-3051.00,Motorboat Mechanics and Service Technicians,Repair and adjust electrical and mechanical equipment of inboard or inboard-outboard boat engines.
49-3052,17.26,20.67,24.09,27.50,49-3052.00,Motorcycle Mechanics,"Diagnose, adjust, repair, or overhaul motorcycles, scooters, mopeds, dirt bikes, or similar motorized vehicles."
49-3053,14.87,17.17,19.46,21.76,49-3053.00,Outdoor Power Equipment and Other Small Engine Mechanics,"Diagnose, adjust, repair, or overhaul small engines used to power lawn mowers, chain saws, recreational sporting equipment and related equipment."
49-3091,13.57,14.76,15.94,17.13,49-3091.00,Bicycle Repairers,Repair and service bicycles.
49-3092,17.44,20.28,23.12,25.96,49-3092.00,Recreational Vehicle Service Technicians,"Diagnose, inspect, adjust, repair, or overhaul recreational vehicles including travel trailers. May specialize in maintaining gas, electrical, hydraulic, plumbing, or chassis/towing systems as well as repairing generators, appliances, and interior components. Includes workers who perform customized van conversions."
49-3093,13.54,14.72,15.90,17.08,49-3093.00,Tire Repairers and Changers,Repair and replace tires.
49-9011,18.36,21.49,24.62,27.75,49-9011.00,Mechanical Door Repairers,"Install, service, or repair automatic door mechanisms and hydraulic doors. Includes garage door mechanics."
49-9012,27.71,31.08,34.44,37.81,49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door","Install, repair, and maintain mechanical regulating and controlling devices, such as electric meters, gas regulators, thermostats, safety and flow valves, and other mechanical governors."
49-9021,25.50,30.38,35.27,40.15,49-9021.02,Refrigeration Mechanics and Installers,Install and repair industrial and commercial refrigerating systems.
49-9021,25.50,30.38,35.27,40.15,49-9021.01,Heating and Air Conditioning Mechanics and Installers,"Install, service, or repair heating and air conditioning systems in residences or commercial establishments."
49-9021,25.50,30.38,35.27,40.15,49-9021.00,"Heating, Air Conditioning, and Refrigeration Mechanics and Installers","Install or repair heating, central air conditioning, or refrigeration systems, including oil burners, hot-air furnaces, and heating stoves."
49-9031,NOPE,NOPE,NOPE,NOPE,49-9031.00,Home Appliance Repairers,"Repair, adjust, or install all types of electric or gas household appliances, such as refrigerators, washers, dryers, and ovens."
49-9041,25.50,29.54,33.59,37.63,49-9041.00,Industrial Machinery Mechanics,"Repair, install, adjust, or maintain industrial production and processing machinery or refinery and pipeline distribution systems."
49-9043,27.38,30.18,32.97,35.77,49-9043.00,"Maintenance Workers, Machinery","Lubricate machinery, change parts, or perform other routine machinery maintenance."
49-9044,26.11,28.53,30.96,33.38,49-9044.00,Millwrights,"Install, dismantle, or move machinery and heavy equipment according to layout plans, blueprints, or other drawings."
49-9045,22.32,28.56,34.81,41.05,49-9045.00,"Refractory Materials Repairers, Except Brickmasons","Build or repair equipment such as furnaces, kilns, cupolas, boilers, converters, ladles, soaking pits and ovens, using refractory materials."
49-9051,44.30,46.76,49.23,51.69,49-9051.00,Electrical Power-Line Installers and Repairers,Install or repair cables or wires used in electrical power or distribution systems. May erect poles and light or heavy duty transmission towers.
49-9052,21.83,27.53,33.23,38.93,49-9052.00,Telecommunications Line Installers and Repairers,"Install and repair telecommunications cable, including fiber optics."
49-9061,16.70,22.86,29.02,35.18,49-9061.00,Camera and Photographic Equipment Repairers,"Repair and adjust cameras and photographic equipment, including commercial video and motion picture camera equipment."
49-9062,25.46,30.96,36.46,41.96,49-9062.00,Medical Equipment Repairers,"Test, adjust, or repair biomedical or electromedical equipment."
49-9063,22.24,25.20,28.15,31.11,49-9063.00,Musical Instrument Repairers and Tuners,"Repair percussion, stringed, reed, or wind instruments. May specialize in one area, such as piano tuning."
49-9064,19.52,27.44,35.35,43.27,49-9064.00,Watch Repairers,"Repair, clean, and adjust mechanisms of timing instruments, such as watches and clocks. Includes watchmakers, watch technicians, and mechanical timepiece repairers."
49-9069,27.07,31.06,35.04,39.03,49-9069.00,"Precision Instrument and Equipment Repairers, All Other",All precision instrument and equipment repairers not listed separately.
49-9071,19.26,23.15,27.05,30.94,49-9071.00,"Maintenance and Repair Workers, General","Perform work involving the skills of two or more maintenance or craft occupations to keep machines, mechanical equipment, or the structure of an establishment in repair. Duties may involve pipe fitting; boiler making; insulating; welding; machining; carpentry; repairing electrical or mechanical equipment; installing, aligning, and balancing new equipment; and repairing buildings, floors, or stairs."
49-9081,26.83,33.36,39.88,46.41,49-9081.00,Wind Turbine Service Technicians,"Inspect, diagnose, adjust, or repair wind turbines. Perform maintenance on wind turbine equipment including resolving electrical, mechanical, and hydraulic malfunctions."
49-9091,14.81,20.28,25.76,31.23,49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers","Install, service, adjust, or repair coin, vending, or amusement machines including video games, juke boxes, pinball machines, or slot machines."
49-9092,21.70,47.37,73.05,98.72,49-9092.00,Commercial Divers,"Work below surface of water, using scuba gear to inspect, repair, remove, or install equipment and structures. May use a variety of power and hand tools, such as drills, sledgehammers, torches, and welding equipment. May conduct tests or experiments, rig explosives, or photograph structures or marine life."
49-9093,17.23,20.57,23.91,27.25,49-9093.00,"Fabric Menders, Except Garment","Repair tears, holes, and other defects in fabrics, such as draperies, linens, parachutes, and tents."
49-9094,20.76,25.40,30.04,34.68,49-9094.00,Locksmiths and Safe Repairers,Repair and open locks; make keys; change locks and safe combinations; and install and repair safes.
49-9095,11.10,14.11,17.11,20.12,49-9095.00,Manufactured Building and Mobile Home Installers,Move or install mobile homes or prefabricated buildings.
49-9096,19.40,23.13,26.86,30.59,49-9096.00,Riggers,"Set up or repair rigging for construction projects, manufacturing plants, logging yards, ships and shipyards, or for the entertainment industry."
49-9097,35.67,39.90,44.14,48.37,49-9097.00,Signal and Track Switch Repairers,"Install, inspect, test, maintain, or repair electric gate crossings, signals, signal equipment, track switches, section lines, or intercommunications systems within a railroad system."
49-9098,13.43,16.62,19.81,23.00,49-9098.00,"Helpers--Installation, Maintenance, and Repair Workers","Help installation, maintenance, and repair workers in maintenance, parts replacement, and repair of vehicles, industrial machinery, and electrical and electronic equipment. Perform duties such as furnishing tools, materials, and supplies to other workers; cleaning work area, machines, and tools; and holding materials or tools for other workers."
49-9099,17.23,20.57,23.91,27.25,49-9099.01,Geothermal Technicians,"Perform technical activities at power plants or individual installations necessary for the generation of power from geothermal energy sources. Monitor and control operating activities at geothermal power generation facilities and perform maintenance and repairs as necessary. Install, test, and maintain residential and commercial geothermal heat pumps."
49-9099,17.23,20.57,23.91,27.25,49-9099.00,"Installation, Maintenance, and Repair Workers, All Other","All installation, maintenance, and repair workers not listed separately."
51-1011,27.82,34.35,40.89,47.42,51-1011.00,First-Line Supervisors of Production and Operating Workers,"Directly supervise and coordinate the activities of production and operating workers, such as inspectors, precision workers, machine setters and operators, assemblers, fabricators, and plant and system operators."
51-2011,18.36,21.22,24.07,26.93,51-2011.00,"Aircraft Structure, Surfaces, Rigging, and Systems Assemblers","Assemble, fit, fasten, and install parts of airplanes, space vehicles, or missiles, such as tails, wings, fuselage, bulkheads, stabilizers, landing gear, rigging and control equipment, or heating and ventilating systems."
51-2021,11.11,16.87,22.62,28.38,51-2021.00,"Coil Winders, Tapers, and Finishers","Wind wire coils used in electrical components, such as resistors and transformers, and in electrical equipment and instruments, such as field cores, bobbins, armature cores, electrical motors, generators, and control equipment."
51-2022,13.28,17.68,22.07,26.47,51-2022.00,Electrical and Electronic Equipment Assemblers,"Assemble or modify electrical or electronic equipment, such as computers, test equipment telemetering systems, electric motors, and batteries."
51-2023,13.28,17.68,22.07,26.47,51-2023.00,Electromechanical Equipment Assemblers,"Assemble or modify electromechanical equipment or devices, such as servomechanisms, gyros, dynamometers, magnetic drums, tape drives, brakes, control linkage, actuators, and appliances."
51-2031,22.20,25.27,28.35,31.42,51-2031.00,Engine and Other Machine Assemblers,"Construct, assemble, or rebuild machines, such as engines, turbines, and similar equipment used in such industries as construction, extraction, textiles, and paper manufacturing."
51-2041,21.74,24.16,26.59,29.01,51-2041.00,Structural Metal Fabricators and Fitters,"Fabricate, position, align, and fit parts of structural metal products."
51-2091,17.13,27.04,36.94,46.85,51-2091.00,Fiberglass Laminators and Fabricators,"Laminate layers of fiberglass on molds to form boat decks and hulls, bodies for golf carts, automobiles, or other products."
